Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
NAV Technologies Inc.,03/01/2001,C900959183,-,-,2,0.30,9.60,1,Crossbow Ventures Inc,"Crossbow Equity Partners, LP",0.30
Navic Networks,02/26/2001,C902986123,7372,511210,3,30.00,120.30,4,FirstMark Capital LLC,FirstMark III (FKA: Pequot Private Equity Fund III),10.00
Navic Networks,02/26/2001,C902986123,7372,511210,3,30.00,120.30,4,Highland Capital Partners LLC,Highland Capital Partners V Family,5.94
Navic Networks,02/26/2001,C902986123,7372,511210,3,30.00,120.30,4,HIMALAYA CAPITAL PARTNERS L P,Himalaya Capital - Unspecified Fund,-
Navic Networks,02/26/2001,C902986123,7372,511210,3,30.00,120.30,4,"Pilot House Ventures Group, LLC",Pilot House Ventures Group -Unspecified Fund,-
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Atlas Venture,"Atlas Venture Fund III, L.P.",4.20
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Coral Ventures Inc,"Coral Partners V, L.P.",1.00
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,GE Commercial Finance - Equity,GE Equity - Unspecified Fund,-
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Internet Healthcare Group L L C,Internet HealthCare Group,-
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,North Bridge Venture Partners LP,"North Bridge Venture Partners II, L.P.",1.00
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,North Bridge Venture Partners LP,"North Bridge Venture Partners IV-A, L.P.",5.40
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,North Bridge Venture Partners LP,"North Bridge Venture Partners IV-B, L.P.",2.60
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Undisclosed Firm,Undisclosed Fund,-
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Undisclosed Firm,Undisclosed Fund,-
"NaviNet, Inc.",07/13/2001,C901319646,7372,541512,5,27.00,83.30,10,Undisclosed Firm,Undisclosed Fund,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Alcatel Venture Fund,Alcatel Ventures - Unspecified Fund,3.00
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Austin Ventures,"Austin Ventures, L.P. - Unspecified Fund",10.13
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Red Top Capital LLC,Crimson Capital Company,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,GATX VENTURES INC,GATX Ventures - Unspecified Fund,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Granite Ventures LLC,"Granite Ventures, L.P.",2.40
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Intel Capital Corp,Intel Corporation,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Reliant Energy Ventures Inc,Reliant Energy Ventures - Unspecified Fund,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Sequoia Capital,Sequoia Capital - Unspecified Fund,10.00
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Sternhill Partners I LP,"Sternhill Partners I, L.P.",-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Silicon Valley Bancventures LP,SVB Capital - Unspecified Fund,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Granite Ventures LLC,TI Ventures III,3.00
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Undisclosed Firm,Undisclosed Fund,-
"Navini Networks, Inc.",08/27/2001,C901368495,7375,511210,2,45.00,85.00,13,Undisclosed Firm,Undisclosed Fund,0.10
"Navtrak, Inc.",08/01/2001,C901185694,4899,334611,1,2.50,10.50,4,Basecamp Ventures,BaseCamp Ventures - Unspecified Fund,0.50
"Navtrak, Inc.",08/01/2001,C901185694,4899,334611,1,2.50,10.50,4,SeaCap Ventures,SeaCap Ventures - Unspecified Fund,-
"Navtrak, Inc.",08/01/2001,C901185694,4899,334611,1,2.50,10.50,4,Undisclosed Firm,Undisclosed Fund,-
"Navtrak, Inc.",08/01/2001,C901185694,4899,334611,1,2.50,10.50,4,Undisclosed Firm,Undisclosed Fund,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Alta Partners,Alta Partners - Unspecified Fund,3.00
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,e.ventures,BV Capital Fund II,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Court Square Ventures,Court Square Ventures I,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Guide Ventures LLC,"Guide Fund II, L.P.",0.75
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Industry Ventures LLC,"Industry Ventures Fund I, L.P.",-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Millennium Hanson,Millennium Hanson - Unspecified Fund,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Tall Oaks Capital Partners LLC,Tall Oaks Capital Partners - Unspecified Fund,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Undisclosed Firm,Undisclosed Fund,-
"nCircle Network Security, Inc.",08/31/2001,C901196874,7372,511210,2,11.30,21.30,9,Village Ventures Inc,"Village Ventures, Inc. - Unspecified Funds",-
nDSP Corporation,04/16/2001,C900144290,3674,334413,4,12.70,52.00,5,"Crown Advisors International, Ltd.",Crown Growth Partners,-
nDSP Corporation,04/16/2001,C900144290,3674,334413,4,12.70,52.00,5,Maton Venture,"Maton Fund II, L.P.",-
nDSP Corporation,04/16/2001,C900144290,3674,334413,4,12.70,52.00,5,Techfarm Ventures,TechFarm Ventures,-
nDSP Corporation,04/16/2001,C900144290,3674,334413,4,12.70,52.00,5,Undisclosed Firm,Undisclosed Fund,-
nDSP Corporation,04/16/2001,C900144290,3674,334413,4,12.70,52.00,5,Vantagepoint Management Inc,VantagePoint Venture Partners,1.20
"Neartek, Inc.",02/14/2001,C900659098,7376,541513,2,26.00,86.00,3,Doughty Hanson and Co.,Doughty Hanson & Co Technology Fund,-
"Neartek, Inc.",02/14/2001,C900659098,7376,541513,2,26.00,86.00,3,Undisclosed Firm,Undisclosed Fund,-
"Neartek, Inc.",02/14/2001,C900659098,7376,541513,2,26.00,86.00,3,Undisclosed Firm,Undisclosed Fund,-
"NEC Eluminant Technologies, Inc.",10/19/2001,C901256313,7373,541512,1,26.30,36.00,3,Itochu Corp,Itochu Corporation - Direct Investment Fund,18.00
"NEC Eluminant Technologies, Inc.",10/19/2001,C901256313,7373,541512,1,26.30,36.00,3,Undisclosed Firm,Undisclosed Fund,-
"NEC Eluminant Technologies, Inc.",10/19/2001,C901256313,7373,541512,1,26.30,36.00,3,Undisclosed Firm,Undisclosed Fund,-
"NeoCore, Inc.",04/09/2001,C901373375,-,-,1,10.40,42.00,2,Baker Capital Corp,"Baker Communications Fund II, L.P.",10.00
"NeoCore, Inc.",04/09/2001,C901373375,-,-,1,10.40,42.00,2,Undisclosed Firm,Undisclosed Fund,-
"Neoguide Systems, Inc.",08/09/2001,C901182419,3845,334510,1,3.00,6.00,1,"Versant Ventures, Inc.","Versant Venture Capital I, L.P.",-
Neomend Inc,03/08/2001,C900960483,3841,339112,2,-,8.55,1,Prospect Venture Partners,"Prospect Venture Partners, L.P.",-
Neomend Inc,08/09/2001,C900960483,3841,339112,3,-,11.82,1,Prospect Venture Partners,"Prospect Venture Partners, L.P.",-
Neotonus Inc,01/22/2001,C900464254,-,-,8,2.00,29.60,3,Antares Capital Corporation,"Antares Capital Fund III, L.P.",0.50
Neotonus Inc,01/22/2001,C900464254,-,-,8,2.00,29.60,3,Crossbow Ventures Inc,"Crossbow Equity Partners, LP",0.08
Neotonus Inc,01/22/2001,C900464254,-,-,8,2.00,29.60,3,Undisclosed Firm,Undisclosed Fund,-
Neovest Holdings Inc.,10/01/2001,C901419850,-,334611,3,5.00,27.00,1,CCP Equity Partners,"Conning Capital Partners V, LP",5.00
"NeoVision Hypersystems, Inc.",02/15/2001,C900914148,7372,511210,2,7.00,21.00,2,Deutsche Bank eVentures,Deutsche Bank eVentures,-
"NeoVision Hypersystems, Inc.",02/15/2001,C900914148,7372,511210,2,7.00,21.00,2,Two Rivers Associates LLC,"Gateway Associates, L.P. - Unspecified Fund",-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Pappas Ventures,"A.M. Pappas Life Science Ventures II, L.P.",-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Alta Partners,Alta Partners - Unspecified Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,China Development Industrial Bank,China Development Industrial Bank - Direct Investment Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Forward Ventures,Forward Ventures IV,4.00
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Gimv NV,GIMV NV,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Globespan Capital Partners,Globespan Capital Partners - Unspecified Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Novartis Venture Funds,Novartis BioVenture Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Pacific Venture Group,"Pacific Venture Group II,",3.00
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Undisclosed Firm,Undisclosed Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Undisclosed Firm,Undisclosed Fund,-
"Nereus Pharmaceuticals, Inc.",05/15/2001,C900914578,2834,325414,3,23.60,38.50,11,Undisclosed Firm,Undisclosed Fund,-
Netaspx Inc,04/01/2001,C900415199,7373,541512,7,2.48,15.90,1,GTCR Golder Rauner LLC,"GTCR Fund VI, L.P.",2.48
Netaspx Inc,01/01/2001,C900415199,7373,541512,6,6.93,63.43,1,GTCR Golder Rauner LLC,"GTCR Fund VI, L.P.",6.93
Netassetmanagement Com Inc,10/02/2001,C901373388,7372,334611,2,1.50,14.00,1,Upfront Ventures,"GRP II, L.P.",1.50
"NetBotz, Inc.",08/24/2001,C900916100,3577,334119,2,9.58,18.05,5,Centerpoint Venture Partners LP,"CenterPoint Venture Fund II, L.P.",2.00
"NetBotz, Inc.",08/24/2001,C900916100,3577,334119,2,9.58,18.05,5,Osprey Ventures LP,"Osprey Ventures, LP",2.00
"NetBotz, Inc.",08/24/2001,C900916100,3577,334119,2,9.58,18.05,5,Sanchez Capital Partners,Sanchez Capital Partners,-
"NetBotz, Inc.",08/24/2001,C900916100,3577,334119,2,9.58,18.05,5,SSM Partners LP,"SSM Venture Partners II, L.P.",3.22
"NetBotz, Inc.",08/24/2001,C900916100,3577,334119,2,9.58,18.05,5,Undisclosed Firm,Undisclosed Fund,-
"Netcharge, Inc.",06/15/2001,C900677636,7389,561499,3,5.30,37.86,2,Knorr Capital Partner AG,Knorr Capital Partners AG - Unspecified Fund,-
"Netcharge, Inc.",06/15/2001,C900677636,7389,561499,3,5.30,37.86,2,Undisclosed Firm,Undisclosed Fund,-
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Granite Ventures LLC,Adobe Ventures III,1.39
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Granite Ventures LLC,Granite Ventures LLC - Unspecified Fund,0.88
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Integral Capital Partners,Integral Capital Partners - Unspecified Fund,-
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Osprey Ventures LP,"Osprey Ventures, LP",-
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Undisclosed Firm,Undisclosed Fund,-
"NetClerk,Inc.",01/22/2001,C900142998,-,-,2,6.50,22.00,6,Wheatley Partners,Wheatley Partners - Unspecified Fund,-
"NetContinuum, Inc.",05/22/2001,C900916372,3577,334119,2,26.00,85.00,5,Adams Street Partners LLC,BVCF IV,3.00
"NetContinuum, Inc.",05/22/2001,C900916372,3577,334119,2,26.00,85.00,5,Invus Group LLC,"Invus Group LLC, The - Unspecified Fund",-
"NetContinuum, Inc.",05/22/2001,C900916372,3577,334119,2,26.00,85.00,5,Menlo Ventures,"Menlo Ventures VIII, L.P.",7.55
"NetContinuum, Inc.",05/22/2001,C900916372,3577,334119,2,26.00,85.00,5,NIF SMBC Ventures Usa Inc,"NIF Ventures USA, Inc.-Unspecified Fund",-
"NetContinuum, Inc.",05/22/2001,C900916372,3577,334119,2,26.00,85.00,5,Siemens Venture Capital GmbH,Siemens Venture Capital Fund,-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Austin Ventures,"Austin Ventures, L.P. - Unspecified Fund",6.50
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Crossroads Systems Inc,Crossroads Technology Partnership Fund,-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Infinity Capital LLC,Infinity Capital VF 1999,10.00
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Intel Capital Corp,Intel Corporation,-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,JatoTech Management LLC,"JatoTech Ventures, L.P.",-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Trinity Ventures LLP,Trinity Ventures - Unspecified Fund,-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Undisclosed Firm,Undisclosed Fund,-
"NetEffect, Inc.",03/22/2001,C902547629,3674,334413,2,35.00,87.70,8,Undisclosed Firm,Undisclosed Fund,-
"NetFront Communications, Inc.",01/01/2001,C900916473,-,-,7,-,15.12,1,Woodside Fund,Woodside Fund III,0.49
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Crystal Ventures,"Crystal Internet Venture Fund, L.P.",-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Dresdner Kleinwort Capital Investment Trust Ltd,Dresdner Kleinwort Capital - Unspecified Fund,-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,PAPPAJOHN CAPITAL RESOURCES,Equity Dynamics,-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Lancet Capital,Lancet Capital Health Ventures,-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Oxford Bioscience Partners,Oxford Bioscience Partners II,0.18
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Undisclosed Firm,Undisclosed Fund,1.00
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Undisclosed Firm,Undisclosed Fund,-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Undisclosed Firm,Undisclosed Fund,-
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Venrock Inc,Venrock Associates,0.19
"NetGenics, Inc.",08/13/2001,C000071386,7372,334611,6,4.11,97.00,10,Venrock Inc,"Venrock Associates II, L.P.",0.27
"Netkey, Inc.",02/13/2001,C903183912,7372,511210,2,10.00,33.00,5,C&T Access Ventures Fund LLC,Access Ventures,0.50
"Netkey, Inc.",02/13/2001,C903183912,7372,511210,2,10.00,33.00,5,Connecticut Innovations Inc,"Connecticut Innovations, Inc. - Unspecified Fund",1.50
"Netkey, Inc.",02/13/2001,C903183912,7372,511210,2,10.00,33.00,5,Fleet Development Ventures LLC,Fleet Development Ventures - Unspecified Fund,2.00
"Netkey, Inc.",02/13/2001,C903183912,7372,511210,2,10.00,33.00,5,Hudson Venture Partners,"Hudson Venture Partners II, L.P.",3.00
"Netkey, Inc.",02/13/2001,C903183912,7372,511210,2,10.00,33.00,5,Zero Stage Capital Co Inc,Zero Stage Capital - Unspecified Fund,3.00
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,HALLADOR VENTURE PARTNERS,"Hallador Venture Fund III, L.P.",-
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,J & W Seligman and Co Inc,J&W Seligman & Company,-
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,Sevin Rosen Funds,"Sevin Rosen Fund VIII, L.P.",9.80
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,Undisclosed Firm,Undisclosed Fund,-
"NetLogic Microsystems, Inc.",01/31/2001,C900547207,4899,334413,2,54.00,100.00,6,Undisclosed Firm,Undisclosed Fund,-
"NetLogic Microsystems, Inc.",11/14/2001,C900547207,4899,334413,3,20.00,150.00,3,US Trust Private Equity,Excelsior Venture Partners III LLC,5.00
"NetLogic Microsystems, Inc.",11/14/2001,C900547207,4899,334413,3,20.00,150.00,3,Sevin Rosen Funds,"Sevin Rosen Fund VIII, L.P.",4.90
"NetLogic Microsystems, Inc.",11/14/2001,C900547207,4899,334413,3,20.00,150.00,3,Undisclosed Firm,Undisclosed Fund,-
Netmotion Wireless Inc,03/01/2001,C901176022,4899,517210,1,8.60,18.60,4,Digital Partners,"Digital Partners III, L.P.",1.00
Netmotion Wireless Inc,03/01/2001,C901176022,4899,517210,1,8.60,18.60,4,Fluke Venture Partners,"Fluke Venture Partners/FCM, L.P.",-
Netmotion Wireless Inc,03/01/2001,C901176022,4899,517210,1,8.60,18.60,4,Spokane Capital Management,Northwest Venture Associates - Unspecified Fund,2.25
Netmotion Wireless Inc,03/01/2001,C901176022,4899,517210,1,8.60,18.60,4,Seapoint Ventures,"Seapoint Ventures II, L.P.",-
NetNearU Corp,02/21/2001,C900413525,7372,511210,1,6.00,27.00,4,Bluestar Ventures L P,"BlueStar Ventures, LP",-
NetNearU Corp,02/21/2001,C900413525,7372,511210,1,6.00,27.00,4,Duchossois Technology Partners LLC,Duchossois Technology Partners,1.50
NetNearU Corp,02/21/2001,C900413525,7372,511210,1,6.00,27.00,4,Leo Capital Holdings LLC,Leo Capital Holdings LLC,1.50
NetNearU Corp,02/21/2001,C900413525,7372,511210,1,6.00,27.00,4,Undisclosed Firm,Undisclosed Fund,-
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Intel Capital Corp,Intel Communications Fund,5.30
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Intersouth Partners,Intersouth Partners V,1.95
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Kitty Hawk Capital Inc,"Kitty Hawk Capital, L.P. IV",2.42
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,North Carolina Enterprise Fund LP,North Carolina Enterprise Fund - Unspecified Fund,0.39
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Undisclosed Firm,Undisclosed Fund,1.50
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Undisclosed Firm,Undisclosed Fund,-
"NetOctave, Inc.",03/29/2001,C900961039,3577,334119,2,15.60,30.62,7,Wakefield Group,Wakefield Group - Unspecified Fund,0.39
"Netonomy, Inc.",04/05/2001,C900143057,7372,511210,4,15.00,64.90,4,Atlas Venture,Atlas Venture - Unspecified Fund,2.90
"Netonomy, Inc.",04/05/2001,C900143057,7372,511210,4,15.00,64.90,4,Europ@web,Europ@web,-
"Netonomy, Inc.",04/05/2001,C900143057,7372,511210,4,15.00,64.90,4,Fidelity Ventures,"Fidelity Ventures II, L.P.",2.90
"Netonomy, Inc.",04/05/2001,C900143057,7372,511210,4,15.00,64.90,4,DFJ Esprit Secondaries LLP,TempoPark II (FKA) Viventures I,-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,Advanta Partners LP,"Advanta Partners, L.P.",-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,HarbourVest Partners LLC,HarbourVest Partners LLC - Unspecified Fund,-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,Kansas Venture Capital Inc,"Kansas Venture Capital, Inc. - Unspecified Fund",-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,Norwest Equity Partners,"Norwest Equity Partners VII, L.P.",-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,Undisclosed Firm,Undisclosed Fund,-
"NetSales, Inc.",02/20/2001,C900424145,7375,519130,7,5.10,133.00,6,Wells Fargo Capital Markets Inc,Wells Fargo Investment Company,-
"Netscalibur, Ltd.",04/01/2001,C901288602,7375,519130,2,3.02,209.78,2,Goldman Sachs & Co,"GS Capital Partners III, L.P.",1.41
"Netscalibur, Ltd.",04/01/2001,C901288602,7375,519130,2,3.02,209.78,2,Morgan Stanley Venture Partners,"Morgan Stanley Dean Witter Venture Partners IV, L.P.",1.61
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,GE Commercial Finance - Equity,GE Equity - Unspecified Fund,-
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Sequoia Capital,Sequoia Capital - Unspecified Fund,6.96
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Spectrum Equity Investors LP,"Spectrum Equity Investors IV, LP",2.92
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Undisclosed Firm,Undisclosed Fund,-
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Undisclosed Firm,Undisclosed Fund,-
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Undisclosed Firm,Undisclosed Fund,-
"NetScreen Technologies, Inc.",10/01/2001,C000080200,7372,511210,6,30.02,257.92,7,Undisclosed Firm,Undisclosed Fund,-
"NetVMG, Inc.",02/26/2001,C900964032,7375,334611,2,47.00,78.60,6,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,1.01
"NetVMG, Inc.",02/26/2001,C900964032,7375,334611,2,47.00,78.60,6,Accel Partners & Co Inc,Accel VIII L.P.,3.99
"NetVMG, Inc.",02/26/2001,C900964032,7375,334611,2,47.00,78.60,6,Scale Venture Partners,BA Venture Partners,-
"NetVMG, Inc.",02/26/2001,C900964032,7375,334611,2,47.00,78.60,6,Cisco Systems Inc,"Cisco Systems, Inc. - Unspecified Fund",-
"NetVMG, Inc.",02/26/2001,C900964032,7375,334611,2,47.00,78.60,6,Windspeed Ventures,Comdisco Ventures Fund A LLC,-
