"investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested"
2014-11-21,"Company V","Fund 2",5,8,26,26
2014-11-21,"Company V","Fund 3",5,3,36,18
2014-11-21,"Company V","Fund 4",5,3,21,24
2014-11-21,"Company V","Fund 5",5,8,21,9
2014-11-21,"Company V","Fund 6",5,6,38,25
2014-11-21,"Company V","Fund 7",5,1,21,15
2014-11-21,"Company V","Fund 8",5,4,26,15
2014-11-21,"Company V","Fund 9",5,8,31,25
2014-11-21,"Company V","Fund 10",5,1,23,16
2015-03-13,"Company V","Fund 1",6,10,21,25
2015-03-13,"Company V","Fund 2",6,9,22,34
2015-03-13,"Company V","Fund 3",6,4,34,21
2015-03-13,"Company V","Fund 4",6,10,24,27
2015-03-13,"Company V","Fund 5",6,6,26,17
2015-03-13,"Company V","Fund 6",6,1,34,31
2015-03-13,"Company V","Fund 7",6,10,38,16
2015-03-13,"Company V","Fund 8",6,1,27,19
2015-03-13,"Company V","Fund 9",6,6,33,33
2015-03-13,"Company V","Fund 10",6,7,40,17
2015-04-24,"Company V","Fund 1",7,1,29,35
2015-04-24,"Company V","Fund 2",7,1,37,43
2015-04-24,"Company V","Fund 3",7,7,31,25
2015-04-24,"Company V","Fund 4",7,8,37,37
2015-04-24,"Company V","Fund 5",7,2,39,23
2015-04-24,"Company V","Fund 6",7,2,40,32
2015-04-24,"Company V","Fund 7",7,10,25,26
2015-04-24,"Company V","Fund 8",7,8,36,20
2015-04-24,"Company V","Fund 9",7,8,22,39
2015-04-24,"Company V","Fund 10",7,8,31,24
2015-05-05,"Company V","Fund 1",8,2,39,36
2015-05-05,"Company V","Fund 2",8,10,37,44
2015-05-05,"Company V","Fund 3",8,6,31,32
2015-05-05,"Company V","Fund 4",8,7,21,45
2015-05-05,"Company V","Fund 5",8,2,36,25
2015-05-05,"Company V","Fund 6",8,9,38,34
2015-05-05,"Company V","Fund 7",8,7,25,36
2015-05-05,"Company V","Fund 8",8,10,32,28
2015-05-05,"Company V","Fund 9",8,4,28,47
2015-05-05,"Company V","Fund 10",8,9,31,32
2015-07-03,"Company V","Fund 1",9,1,24,38
2015-07-03,"Company V","Fund 2",9,7,23,54
2015-07-03,"Company V","Fund 3",9,3,24,38
2015-07-03,"Company V","Fund 4",9,7,27,52
2015-07-03,"Company V","Fund 5",9,7,23,27
2015-07-03,"Company V","Fund 6",9,7,33,43
2015-07-03,"Company V","Fund 7",9,6,23,43
2015-07-03,"Company V","Fund 8",9,3,23,38
2015-07-03,"Company V","Fund 9",9,3,33,51
2015-07-03,"Company V","Fund 10",9,7,28,41
2015-07-07,"Company V","Fund 1",10,7,28,39
2015-07-07,"Company V","Fund 2",10,10,31,61
2015-07-07,"Company V","Fund 3",10,8,40,41
2015-07-07,"Company V","Fund 4",10,5,40,59
2015-07-07,"Company V","Fund 5",10,4,32,34
2015-07-07,"Company V","Fund 6",10,8,23,50
2015-07-07,"Company V","Fund 7",10,9,39,49
2015-07-07,"Company V","Fund 8",10,9,24,41
2015-07-07,"Company V","Fund 9",10,6,39,54
2015-07-07,"Company V","Fund 10",10,10,23,48
2015-07-16,"Company W","Fund 1",1,2,26,1
2015-07-16,"Company W","Fund 2",1,5,27,1
2015-07-16,"Company W","Fund 3",1,6,33,1
2015-07-16,"Company W","Fund 4",1,3,24,1
2015-07-16,"Company W","Fund 5",1,8,22,1
2015-07-16,"Company W","Fund 6",1,6,40,1
2015-07-16,"Company W","Fund 7",1,3,24,1
2015-07-16,"Company W","Fund 8",1,4,39,1
2015-07-16,"Company W","Fund 9",1,2,40,1
2015-07-16,"Company W","Fund 10",1,4,28,1
2016-02-02,"Company W","Fund 1",2,8,33,2
2016-02-02,"Company W","Fund 2",2,7,28,5
2016-02-02,"Company W","Fund 3",2,1,21,6
2016-02-02,"Company W","Fund 4",2,9,32,3
2016-02-02,"Company W","Fund 5",2,3,23,8
2016-02-02,"Company W","Fund 6",2,5,40,6
2016-02-02,"Company W","Fund 7",2,3,40,3
2016-02-02,"Company W","Fund 8",2,5,37,4
2016-02-02,"Company W","Fund 9",2,7,32,2
2016-02-02,"Company W","Fund 10",2,3,22,4
2016-06-20,"Company W","Fund 1",3,3,27,10
2016-06-20,"Company W","Fund 2",3,1,28,12
2016-06-20,"Company W","Fund 3",3,10,37,7
2016-06-20,"Company W","Fund 4",3,1,24,12
2016-06-20,"Company W","Fund 5",3,2,28,11
2016-06-20,"Company W","Fund 6",3,3,24,11
2016-06-20,"Company W","Fund 7",3,7,22,6
2016-06-20,"Company W","Fund 8",3,3,35,9
2016-06-20,"Company W","Fund 9",3,1,26,9
2016-06-20,"Company W","Fund 10",3,4,26,7
2016-06-24,"Company W","Fund 1",4,6,31,13
2016-06-24,"Company W","Fund 2",4,3,22,13
2016-06-24,"Company W","Fund 3",4,2,21,17
2016-06-24,"Company W","Fund 4",4,1,37,13
2016-06-24,"Company W","Fund 5",4,3,21,13
2016-06-24,"Company W","Fund 6",4,5,36,14
2016-06-24,"Company W","Fund 7",4,9,35,13
2016-06-24,"Company W","Fund 8",4,9,25,12
2016-06-24,"Company W","Fund 9",4,5,27,10
2016-06-24,"Company W","Fund 10",4,9,31,11
2016-08-07,"Company W","Fund 1",5,8,25,19
2016-08-07,"Company W","Fund 2",5,10,32,16
2016-08-07,"Company W","Fund 3",5,5,24,19
2016-08-07,"Company W","Fund 4",5,2,24,14
2016-08-07,"Company W","Fund 5",5,9,37,16
2016-08-07,"Company W","Fund 6",5,1,24,19
2016-08-07,"Company W","Fund 7",5,7,40,22
2016-08-07,"Company W","Fund 8",5,9,38,21
2016-08-07,"Company W","Fund 9",5,7,33,15
2016-08-07,"Company W","Fund 10",5,6,30,20
2016-10-05,"Company W","Fund 1",6,7,36,27
2016-10-05,"Company W","Fund 2",6,3,28,26
2016-10-05,"Company W","Fund 3",6,7,32,24
2016-10-05,"Company W","Fund 4",6,4,29,16
2016-10-05,"Company W","Fund 5",6,3,22,25
2016-10-05,"Company W","Fund 6",6,8,36,20
2016-10-05,"Company W","Fund 7",6,5,34,29
2016-10-05,"Company W","Fund 8",6,9,28,30
2016-10-05,"Company W","Fund 9",6,7,22,22
2016-10-05,"Company W","Fund 10",6,2,32,26
2016-10-07,"Company W","Fund 1",7,9,28,34
2016-10-07,"Company W","Fund 2",7,3,33,29
2016-10-07,"Company W","Fund 3",7,4,23,31
2016-10-07,"Company W","Fund 4",7,4,27,20
2016-10-07,"Company W","Fund 5",7,7,24,28
2016-10-07,"Company W","Fund 6",7,2,22,28
2016-10-07,"Company W","Fund 7",7,7,27,34
2016-10-07,"Company W","Fund 8",7,1,36,39
2016-10-07,"Company W","Fund 9",7,2,27,29
2016-10-07,"Company W","Fund 10",7,10,40,28
2017-05-03,"Company W","Fund 1",8,7,27,43
2017-05-03,"Company W","Fund 2",8,8,37,32
2017-05-03,"Company W","Fund 3",8,2,37,35
2017-05-03,"Company W","Fund 4",8,7,25,24
2017-05-03,"Company W","Fund 5",8,3,21,35
2017-05-03,"Company W","Fund 6",8,9,28,30
2017-05-03,"Company W","Fund 7",8,5,30,41
2017-05-03,"Company W","Fund 8",8,2,22,40
2017-05-03,"Company W","Fund 9",8,5,25,31
2017-05-03,"Company W","Fund 10",8,5,38,38
2017-05-21,"Company W","Fund 1",9,9,34,50
2017-05-21,"Company W","Fund 2",9,6,31,40
2017-05-21,"Company W","Fund 3",9,5,27,37
2017-05-21,"Company W","Fund 4",9,3,39,31
2017-05-21,"Company W","Fund 5",9,10,36,38
2017-05-21,"Company W","Fund 6",9,1,39,39
2017-05-21,"Company W","Fund 7",9,9,27,46
2017-05-21,"Company W","Fund 8",9,1,24,42
2017-05-21,"Company W","Fund 9",9,2,38,36
2017-05-21,"Company W","Fund 10",9,10,23,43
2017-06-30,"Company W","Fund 1",10,10,29,59
2017-06-30,"Company W","Fund 2",10,9,39,46
2017-06-30,"Company W","Fund 3",10,9,25,42
2017-06-30,"Company W","Fund 4",10,7,25,34
2017-06-30,"Company W","Fund 5",10,3,34,48
2017-06-30,"Company W","Fund 6",10,7,38,40
2017-06-30,"Company W","Fund 7",10,9,38,55
2017-06-30,"Company W","Fund 8",10,1,39,43
2017-06-30,"Company W","Fund 9",10,6,32,38
2017-06-30,"Company W","Fund 10",10,10,38,53
2017-07-20,"Company X","Fund 1",1,9,35,1
2017-07-20,"Company X","Fund 2",1,7,26,1
2017-07-20,"Company X","Fund 3",1,1,33,1
2017-07-20,"Company X","Fund 4",1,6,31,1
2017-07-20,"Company X","Fund 5",1,5,30,1
2017-07-20,"Company X","Fund 6",1,4,38,1
2017-07-20,"Company X","Fund 7",1,4,30,1
2017-07-20,"Company X","Fund 8",1,8,30,1
2017-07-20,"Company X","Fund 9",1,4,23,1
2017-07-20,"Company X","Fund 10",1,8,22,1
2017-08-18,"Company X","Fund 1",2,10,38,9
2017-08-18,"Company X","Fund 2",2,8,30,7
2017-08-18,"Company X","Fund 3",2,10,31,1
2017-08-18,"Company X","Fund 4",2,8,29,6
2017-08-18,"Company X","Fund 5",2,8,27,5
2017-08-18,"Company X","Fund 6",2,7,39,4
2017-08-18,"Company X","Fund 7",2,9,39,4
2017-08-18,"Company X","Fund 8",2,4,39,8
2017-08-18,"Company X","Fund 9",2,8,28,4
2017-08-18,"Company X","Fund 10",2,9,32,8
2017-08-26,"Company X","Fund 1",3,5,21,19
2017-08-26,"Company X","Fund 2",3,9,38,15
2017-08-26,"Company X","Fund 3",3,3,39,11
2017-08-26,"Company X","Fund 4",3,5,30,14
2017-08-26,"Company X","Fund 5",3,4,29,13
2017-08-26,"Company X","Fund 6",3,8,40,11
2017-08-26,"Company X","Fund 7",3,8,25,13
2017-08-26,"Company X","Fund 8",3,7,40,12
2017-08-26,"Company X","Fund 9",3,8,27,12
2017-08-26,"Company X","Fund 10",3,7,37,17
2017-09-21,"Company X","Fund 1",4,9,35,24
2017-09-21,"Company X","Fund 2",4,7,23,24
2017-09-21,"Company X","Fund 3",4,2,39,14
2017-09-21,"Company X","Fund 4",4,8,39,19
2017-09-21,"Company X","Fund 5",4,7,32,17
2017-09-21,"Company X","Fund 6",4,9,31,19
2017-09-21,"Company X","Fund 7",4,5,30,21
2017-09-21,"Company X","Fund 8",4,8,35,19
2017-09-21,"Company X","Fund 9",4,10,35,20
2017-09-21,"Company X","Fund 10",4,10,36,24
2017-12-11,"Company X","Fund 1",5,8,40,33
2017-12-11,"Company X","Fund 2",5,10,34,31
2017-12-11,"Company X","Fund 3",5,7,36,16
2017-12-11,"Company X","Fund 4",5,1,40,27
2017-12-11,"Company X","Fund 5",5,9,40,24
2017-12-11,"Company X","Fund 6",5,5,40,28
2017-12-11,"Company X","Fund 7",5,1,28,26
2017-12-11,"Company X","Fund 8",5,1,40,27
2017-12-11,"Company X","Fund 9",5,8,36,30
2017-12-11,"Company X","Fund 10",5,3,36,34
2018-01-16,"Company X","Fund 1",6,2,36,41
2018-01-16,"Company X","Fund 2",6,9,37,41
2018-01-16,"Company X","Fund 3",6,6,40,23
2018-01-16,"Company X","Fund 4",6,5,24,28
2018-01-16,"Company X","Fund 5",6,9,24,33
2018-01-16,"Company X","Fund 6",6,8,37,33
2018-01-16,"Company X","Fund 7",6,2,37,27
2018-01-16,"Company X","Fund 8",6,9,29,28
2018-01-16,"Company X","Fund 9",6,1,26,38
2018-01-16,"Company X","Fund 10",6,7,30,37
2018-01-29,"Company X","Fund 1",7,4,36,43
2018-01-29,"Company X","Fund 2",7,2,33,50
2018-01-29,"Company X","Fund 3",7,5,36,29
2018-01-29,"Company X","Fund 4",7,1,25,33
2018-01-29,"Company X","Fund 5",7,7,21,42
2018-01-29,"Company X","Fund 6",7,3,24,41
2018-01-29,"Company X","Fund 7",7,2,40,29
2018-01-29,"Company X","Fund 8",7,8,35,37
2018-01-29,"Company X","Fund 9",7,3,35,39
2018-01-29,"Company X","Fund 10",7,5,28,44
2018-05-15,"Company X","Fund 1",8,5,27,47
2018-05-15,"Company X","Fund 2",8,7,31,52
2018-05-15,"Company X","Fund 3",8,3,25,34
2018-05-15,"Company X","Fund 4",8,10,25,34
2018-05-15,"Company X","Fund 5",8,1,27,49
2018-05-15,"Company X","Fund 6",8,5,30,44
2018-05-15,"Company X","Fund 7",8,6,34,31
2018-05-15,"Company X","Fund 8",8,10,25,45
2018-05-15,"Company X","Fund 9",8,10,21,42
2018-05-15,"Company X","Fund 10",8,6,26,49
2018-06-19,"Company X","Fund 1",9,3,21,52
2018-06-19,"Company X","Fund 2",9,2,24,59
2018-06-19,"Company X","Fund 3",9,2,28,37
2018-06-19,"Company X","Fund 4",9,9,30,44
2018-06-19,"Company X","Fund 5",9,2,40,50
2018-06-19,"Company X","Fund 6",9,4,36,49
2018-06-19,"Company X","Fund 7",9,9,31,37
2018-06-19,"Company X","Fund 8",9,5,28,55
2018-06-19,"Company X","Fund 9",9,8,27,52
2018-06-19,"Company X","Fund 10",9,6,37,55
2018-06-24,"Company X","Fund 1",10,3,37,55
2018-06-24,"Company X","Fund 2",10,3,28,61
2018-06-24,"Company X","Fund 3",10,1,35,39
2018-06-24,"Company X","Fund 4",10,7,36,53
2018-06-24,"Company X","Fund 5",10,5,23,52
2018-06-24,"Company X","Fund 6",10,5,24,53
2018-06-24,"Company X","Fund 7",10,7,26,46
2018-06-24,"Company X","Fund 8",10,2,39,60
2018-06-24,"Company X","Fund 9",10,7,24,60
2018-06-24,"Company X","Fund 10",10,2,28,61
2018-06-28,"Company Y","Fund 1",1,7,33,1
2018-06-28,"Company Y","Fund 2",1,10,30,1
2018-06-28,"Company Y","Fund 3",1,7,37,1
2018-06-28,"Company Y","Fund 4",1,3,28,1
2018-06-28,"Company Y","Fund 5",1,4,36,1
2018-06-28,"Company Y","Fund 6",1,9,30,1
2018-06-28,"Company Y","Fund 7",1,1,23,1
2018-06-28,"Company Y","Fund 8",1,6,22,1
2018-06-28,"Company Y","Fund 9",1,2,37,1
2018-06-28,"Company Y","Fund 10",1,2,29,1
2018-08-03,"Company Y","Fund 1",2,6,40,7
2018-08-03,"Company Y","Fund 2",2,8,26,10
2018-08-03,"Company Y","Fund 3",2,1,32,7
2018-08-03,"Company Y","Fund 4",2,9,22,3
2018-08-03,"Company Y","Fund 5",2,7,26,4
2018-08-03,"Company Y","Fund 6",2,5,33,9
2018-08-03,"Company Y","Fund 7",2,5,21,1
2018-08-03,"Company Y","Fund 8",2,5,31,6
2018-08-03,"Company Y","Fund 9",2,7,40,2
2018-08-03,"Company Y","Fund 10",2,1,36,2
2018-08-30,"Company Y","Fund 1",3,8,22,13
2018-08-30,"Company Y","Fund 2",3,2,30,18
2018-08-30,"Company Y","Fund 3",3,2,22,8
2018-08-30,"Company Y","Fund 4",3,10,39,12
2018-08-30,"Company Y","Fund 5",3,7,29,11
2018-08-30,"Company Y","Fund 6",3,5,33,14
2018-08-30,"Company Y","Fund 7",3,4,32,6
2018-08-30,"Company Y","Fund 8",3,8,27,11
2018-08-30,"Company Y","Fund 9",3,6,36,9
2018-08-30,"Company Y","Fund 10",3,7,30,3
2018-09-05,"Company Y","Fund 1",4,1,34,21
2018-09-05,"Company Y","Fund 2",4,8,38,20
2018-09-05,"Company Y","Fund 3",4,1,37,10
2018-09-05,"Company Y","Fund 4",4,8,31,22
2018-09-05,"Company Y","Fund 5",4,10,40,18
2018-09-05,"Company Y","Fund 6",4,3,35,19
2018-09-05,"Company Y","Fund 7",4,7,32,10
2018-09-05,"Company Y","Fund 8",4,4,34,19
2018-09-05,"Company Y","Fund 9",4,9,35,15
2018-09-05,"Company Y","Fund 10",4,6,39,10
2018-10-02,"Company Y","Fund 1",5,10,39,22
2018-10-02,"Company Y","Fund 2",5,8,39,28
2018-10-02,"Company Y","Fund 3",5,3,31,11
2018-10-02,"Company Y","Fund 4",5,3,34,30
2018-10-02,"Company Y","Fund 5",5,8,30,28
2018-10-02,"Company Y","Fund 6",5,4,30,22
2018-10-02,"Company Y","Fund 7",5,8,34,17
2018-10-02,"Company Y","Fund 8",5,8,35,23
2018-10-02,"Company Y","Fund 9",5,3,24,24
2018-10-02,"Company Y","Fund 10",5,1,25,16
2018-11-18,"Company Y","Fund 1",6,5,32,32
2018-11-18,"Company Y","Fund 2",6,8,27,36
2018-11-18,"Company Y","Fund 3",6,8,39,14
2018-11-18,"Company Y","Fund 4",6,10,32,33
2018-11-18,"Company Y","Fund 5",6,6,25,36
2018-11-18,"Company Y","Fund 6",6,7,32,26
2018-11-18,"Company Y","Fund 7",6,2,25,25
2018-11-18,"Company Y","Fund 8",6,5,28,31
2018-11-18,"Company Y","Fund 9",6,1,33,27
2018-11-18,"Company Y","Fund 10",6,6,35,17
2019-02-24,"Company Y","Fund 1",7,2,28,37
2019-02-24,"Company Y","Fund 2",7,3,24,44
2019-02-24,"Company Y","Fund 3",7,5,28,22
2019-02-24,"Company Y","Fund 4",7,7,33,43
2019-02-24,"Company Y","Fund 5",7,2,39,42
2019-02-24,"Company Y","Fund 6",7,5,38,33
2019-02-24,"Company Y","Fund 7",7,7,27,27
2019-02-24,"Company Y","Fund 8",7,1,26,36
2019-02-24,"Company Y","Fund 9",7,5,23,28
2019-02-24,"Company Y","Fund 10",7,4,33,23
2019-04-12,"Company Y","Fund 1",8,9,33,39
2019-04-12,"Company Y","Fund 2",8,9,26,47
2019-04-12,"Company Y","Fund 3",8,4,37,27
2019-04-12,"Company Y","Fund 4",8,7,37,50
2019-04-12,"Company Y","Fund 5",8,8,30,44
2019-04-12,"Company Y","Fund 6",8,1,35,38
2019-04-12,"Company Y","Fund 7",8,6,27,34
2019-04-12,"Company Y","Fund 8",8,5,37,37
2019-04-12,"Company Y","Fund 9",8,4,22,33
2019-04-12,"Company Y","Fund 10",8,5,28,27
2019-07-20,"Company Y","Fund 1",9,9,38,48
2019-07-20,"Company Y","Fund 2",9,4,28,56
2019-07-20,"Company Y","Fund 3",9,9,28,31
2019-07-20,"Company Y","Fund 4",9,10,27,57
2019-07-20,"Company Y","Fund 5",9,10,36,52
2019-07-20,"Company Y","Fund 6",9,1,29,39
2019-07-20,"Company Y","Fund 7",9,5,35,40
2019-07-20,"Company Y","Fund 8",9,10,40,42
2019-07-20,"Company Y","Fund 9",9,5,27,37
2019-07-20,"Company Y","Fund 10",9,8,33,32
2019-09-16,"Company Y","Fund 1",10,1,35,57
2019-09-16,"Company Y","Fund 2",10,1,39,60
2019-09-16,"Company Y","Fund 3",10,10,33,40
2019-09-16,"Company Y","Fund 4",10,7,22,67
2019-09-16,"Company Y","Fund 5",10,6,22,62
2019-09-16,"Company Y","Fund 6",10,4,38,40
2019-09-16,"Company Y","Fund 7",10,5,39,45
2019-09-16,"Company Y","Fund 8",10,9,37,52
2019-09-16,"Company Y","Fund 9",10,1,33,42
2019-09-16,"Company Y","Fund 10",10,10,22,40
