"","investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested","equity","cum.inv.by.firm","max.cum.inv.by.firm","max.cum.inv.cum","lead.vc","lead.firm","lead.firm.1","lead.firm.2","lead.firm.3","lead.firm.4","lead.firm.5","lead.firm.6","lead.firm.7","lead.firm.8","lead.firm.9","lead.firm.10"
"163",1991-10-23,"Company B","Fund 2",7,2,35,39,334,123,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1991-10-23,"Company B","Fund 3",7,6,30,22,334,83,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",1991-10-23,"Company B","Fund 4",7,6,38,41,334,143,143,143,TRUE,"Fund 4","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",1991-10-23,"Company B","Fund 5",7,8,39,40,334,142,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",1991-10-23,"Company B","Fund 6",7,4,25,31,334,114,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",1991-10-23,"Company B","Fund 7",7,6,22,34,334,119,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1991-10-23,"Company B","Fund 8",7,9,27,29,334,116,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",1991-10-23,"Company B","Fund 9",7,9,36,41,334,138,143,143,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",1992-02-05,"Company B","Fund 1",8,4,26,37,398,141,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"172",1992-02-05,"Company B","Fund 10",8,7,36,34,398,124,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"173",1992-02-05,"Company B","Fund 2",8,2,33,41,398,164,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"174",1992-02-05,"Company B","Fund 3",8,5,27,28,398,111,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"175",1992-02-05,"Company B","Fund 4",8,9,38,47,398,190,190,190,TRUE,"Fund 4","Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"176",1992-02-05,"Company B","Fund 5",8,6,25,48,398,190,190,190,TRUE,"Fund 5","Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"177",1992-02-05,"Company B","Fund 6",8,2,21,35,398,149,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"178",1992-02-05,"Company B","Fund 7",8,7,29,40,398,159,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"179",1992-02-05,"Company B","Fund 8",8,1,35,38,398,154,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"180",1992-02-05,"Company B","Fund 9",8,3,21,50,398,188,190,190,FALSE,NA,"Fund 4","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA
"181",1992-02-06,"Company B","Fund 1",9,8,30,41,444,182,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",1992-02-06,"Company B","Fund 10",9,7,28,41,444,165,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",1992-02-06,"Company B","Fund 2",9,1,30,43,444,207,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1992-02-06,"Company B","Fund 3",9,8,36,33,444,144,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1992-02-06,"Company B","Fund 4",9,7,22,56,444,246,246,246,TRUE,"Fund 4","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",1992-02-06,"Company B","Fund 5",9,3,23,54,444,244,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1992-02-06,"Company B","Fund 6",9,2,24,37,444,186,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",1992-02-06,"Company B","Fund 7",9,9,23,47,444,206,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",1992-02-06,"Company B","Fund 8",9,10,25,39,444,193,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1992-02-06,"Company B","Fund 9",9,8,35,53,444,241,246,246,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",1992-03-01,"Company B","Fund 1",10,8,22,49,507,231,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",1992-03-01,"Company B","Fund 10",10,1,21,48,507,213,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",1992-03-01,"Company B","Fund 2",10,3,40,44,507,251,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1992-03-01,"Company B","Fund 3",10,4,34,41,507,185,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1992-03-01,"Company B","Fund 4",10,9,35,63,507,309,309,309,TRUE,"Fund 4","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",1992-03-01,"Company B","Fund 5",10,2,39,57,507,301,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1992-03-01,"Company B","Fund 6",10,10,38,39,507,225,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1992-03-01,"Company B","Fund 7",10,4,31,56,507,262,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1992-03-01,"Company B","Fund 8",10,1,40,49,507,242,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",1992-03-01,"Company B","Fund 9",10,9,27,61,507,302,309,309,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",1992-05-13,"Company C","Fund 1",1,7,33,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"202",1992-05-13,"Company C","Fund 10",1,8,21,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"203",1992-05-13,"Company C","Fund 2",1,5,39,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"204",1992-05-13,"Company C","Fund 3",1,8,26,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"205",1992-05-13,"Company C","Fund 4",1,4,40,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"206",1992-05-13,"Company C","Fund 5",1,8,21,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"207",1992-05-13,"Company C","Fund 6",1,9,38,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"208",1992-05-13,"Company C","Fund 7",1,5,32,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"209",1992-05-13,"Company C","Fund 8",1,7,36,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"210",1992-05-13,"Company C","Fund 9",1,9,35,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"211",1992-07-30,"Company C","Fund 1",2,1,25,7,70,8,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"212",1992-07-30,"Company C","Fund 10",2,6,22,8,70,9,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"213",1992-07-30,"Company C","Fund 2",2,7,36,5,70,6,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"214",1992-07-30,"Company C","Fund 3",2,6,37,8,70,9,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"215",1992-07-30,"Company C","Fund 4",2,3,39,4,70,5,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"216",1992-07-30,"Company C","Fund 5",2,9,32,8,70,9,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"217",1992-07-30,"Company C","Fund 6",2,8,27,9,70,10,10,10,TRUE,"Fund 6","Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"218",1992-07-30,"Company C","Fund 7",2,10,32,5,70,6,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"219",1992-07-30,"Company C","Fund 8",2,4,31,7,70,8,10,10,FALSE,NA,"Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"220",1992-07-30,"Company C","Fund 9",2,9,35,9,70,10,10,10,TRUE,"Fund 9","Fund 6","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"221",1992-10-13,"Company C","Fund 1",3,4,30,8,133,16,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",1992-10-13,"Company C","Fund 10",3,3,33,14,133,23,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1992-10-13,"Company C","Fund 2",3,1,34,12,133,18,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",1992-10-13,"Company C","Fund 3",3,2,32,14,133,23,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",1992-10-13,"Company C","Fund 4",3,10,28,7,133,12,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1992-10-13,"Company C","Fund 5",3,4,31,17,133,26,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1992-10-13,"Company C","Fund 6",3,6,31,17,133,27,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",1992-10-13,"Company C","Fund 7",3,2,40,15,133,21,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",1992-10-13,"Company C","Fund 8",3,6,34,11,133,19,28,28,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1992-10-13,"Company C","Fund 9",3,8,25,18,133,28,28,28,TRUE,"Fund 9","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",1992-10-27,"Company C","Fund 1",4,5,33,12,179,28,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",1992-10-27,"Company C","Fund 10",4,9,39,17,179,40,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",1992-10-27,"Company C","Fund 2",4,4,29,13,179,31,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1992-10-27,"Company C","Fund 3",4,2,27,16,179,39,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1992-10-27,"Company C","Fund 4",4,4,33,17,179,29,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1992-10-27,"Company C","Fund 5",4,10,40,21,179,47,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1992-10-27,"Company C","Fund 6",4,4,38,23,179,50,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",1992-10-27,"Company C","Fund 7",4,9,27,17,179,38,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",1992-10-27,"Company C","Fund 8",4,8,26,17,179,36,54,54,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1992-10-27,"Company C","Fund 9",4,1,35,26,179,54,54,54,TRUE,"Fund 9","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",1992-12-28,"Company C","Fund 1",5,2,32,17,235,45,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1992-12-28,"Company C","Fund 10",5,6,35,26,235,66,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1992-12-28,"Company C","Fund 2",5,8,27,17,235,48,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",1992-12-28,"Company C","Fund 3",5,7,25,18,235,57,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",1992-12-28,"Company C","Fund 4",5,2,31,21,235,50,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",1992-12-28,"Company C","Fund 5",5,8,32,31,235,78,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1992-12-28,"Company C","Fund 6",5,2,28,27,235,77,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",1992-12-28,"Company C","Fund 7",5,8,30,26,235,64,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",1992-12-28,"Company C","Fund 8",5,7,30,25,235,61,81,81,FALSE,NA,"Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1992-12-28,"Company C","Fund 9",5,5,37,27,235,81,81,81,TRUE,"Fund 9","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",1993-02-01,"Company C","Fund 1",6,7,31,19,290,64,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",1993-02-01,"Company C","Fund 10",6,4,37,32,290,98,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",1993-02-01,"Company C","Fund 2",6,5,25,25,290,73,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",1993-02-01,"Company C","Fund 3",6,4,26,25,290,82,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",1993-02-01,"Company C","Fund 4",6,10,23,23,290,73,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",1993-02-01,"Company C","Fund 5",6,6,34,39,290,117,117,117,TRUE,"Fund 5","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",1993-02-01,"Company C","Fund 6",6,3,33,29,290,106,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",1993-02-01,"Company C","Fund 7",6,8,37,34,290,98,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",1993-02-01,"Company C","Fund 8",6,5,24,32,290,93,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",1993-02-01,"Company C","Fund 9",6,3,26,32,290,113,117,117,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",1993-02-11,"Company C","Fund 1",7,8,23,26,345,90,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",1993-02-11,"Company C","Fund 10",7,2,22,36,345,134,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1993-02-11,"Company C","Fund 2",7,9,37,30,345,103,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",1993-02-11,"Company C","Fund 3",7,10,35,29,345,111,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",1993-02-11,"Company C","Fund 4",7,9,27,33,345,106,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",1993-02-11,"Company C","Fund 5",7,2,37,45,345,162,162,162,TRUE,"Fund 5","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1993-02-11,"Company C","Fund 6",7,9,22,32,345,138,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1993-02-11,"Company C","Fund 7",7,9,36,42,345,140,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1993-02-11,"Company C","Fund 8",7,7,31,37,345,130,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",1993-02-11,"Company C","Fund 9",7,3,37,35,345,148,162,162,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1993-02-25,"Company C","Fund 1",8,10,25,34,413,124,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",1993-02-25,"Company C","Fund 10",8,8,32,38,413,172,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",1993-02-25,"Company C","Fund 2",8,4,25,39,413,142,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",1993-02-25,"Company C","Fund 3",8,2,24,39,413,150,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1993-02-25,"Company C","Fund 4",8,4,40,42,413,148,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",1993-02-25,"Company C","Fund 5",8,5,32,47,413,209,209,209,TRUE,"Fund 5","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",1993-02-25,"Company C","Fund 6",8,4,27,41,413,179,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",1993-02-25,"Company C","Fund 7",8,1,36,51,413,191,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",1993-02-25,"Company C","Fund 8",8,2,33,44,413,174,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",1993-02-25,"Company C","Fund 9",8,6,28,38,413,186,209,209,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",1993-03-01,"Company C","Fund 1",9,10,29,44,459,168,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1993-03-01,"Company C","Fund 10",9,9,33,46,459,218,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",1993-03-01,"Company C","Fund 2",9,8,28,43,459,185,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",1993-03-01,"Company C","Fund 3",9,1,21,41,459,191,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",1993-03-01,"Company C","Fund 4",9,6,26,46,459,194,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",1993-03-01,"Company C","Fund 5",9,3,33,52,459,261,261,261,TRUE,"Fund 5","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1993-03-01,"Company C","Fund 6",9,1,36,45,459,224,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",1993-03-01,"Company C","Fund 7",9,8,32,52,459,243,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",1993-03-01,"Company C","Fund 8",9,5,28,46,459,220,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",1993-03-01,"Company C","Fund 9",9,4,25,44,459,230,261,261,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1993-03-21,"Company C","Fund 1",10,3,23,54,514,222,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",1993-03-21,"Company C","Fund 10",10,8,26,55,514,273,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",1993-03-21,"Company C","Fund 2",10,5,40,51,514,236,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",1993-03-21,"Company C","Fund 3",10,6,35,42,514,233,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",1993-03-21,"Company C","Fund 4",10,10,34,52,514,246,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",1993-03-21,"Company C","Fund 5",10,2,23,55,514,316,316,316,TRUE,"Fund 5","Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",1993-03-21,"Company C","Fund 6",10,9,32,46,514,270,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",1993-03-21,"Company C","Fund 7",10,3,29,60,514,303,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",1993-03-21,"Company C","Fund 8",10,10,29,51,514,271,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1993-03-21,"Company C","Fund 9",10,9,31,48,514,278,316,316,FALSE,NA,"Fund 5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",1993-04-26,"Company D","Fund 1",1,1,24,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"302",1993-04-26,"Company D","Fund 10",1,5,37,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"303",1993-04-26,"Company D","Fund 2",1,7,29,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"304",1993-04-26,"Company D","Fund 3",1,4,36,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"305",1993-04-26,"Company D","Fund 4",1,7,31,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"306",1993-04-26,"Company D","Fund 5",1,3,26,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"307",1993-04-26,"Company D","Fund 6",1,1,21,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"308",1993-04-26,"Company D","Fund 7",1,4,38,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"309",1993-04-26,"Company D","Fund 8",1,1,32,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"310",1993-04-26,"Company D","Fund 9",1,4,24,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"311",1993-05-21,"Company D","Fund 1",2,2,22,1,37,2,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"312",1993-05-21,"Company D","Fund 10",2,4,29,5,37,6,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"313",1993-05-21,"Company D","Fund 2",2,1,31,7,37,8,8,8,TRUE,"Fund 2","Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"314",1993-05-21,"Company D","Fund 3",2,6,36,4,37,5,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"315",1993-05-21,"Company D","Fund 4",2,8,34,7,37,8,8,8,TRUE,"Fund 4","Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"316",1993-05-21,"Company D","Fund 5",2,2,26,3,37,4,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"317",1993-05-21,"Company D","Fund 6",2,5,37,1,37,2,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"318",1993-05-21,"Company D","Fund 7",2,4,37,4,37,5,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"319",1993-05-21,"Company D","Fund 8",2,10,32,1,37,2,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"320",1993-05-21,"Company D","Fund 9",2,10,37,4,37,5,8,8,FALSE,NA,"Fund 2","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA
"321",1993-08-08,"Company D","Fund 1",3,5,28,3,89,5,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",1993-08-08,"Company D","Fund 10",3,1,37,9,89,15,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",1993-08-08,"Company D","Fund 2",3,7,39,8,89,16,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",1993-08-08,"Company D","Fund 3",3,4,35,10,89,15,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",1993-08-08,"Company D","Fund 4",3,10,32,15,89,23,23,23,TRUE,"Fund 4","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",1993-08-08,"Company D","Fund 5",3,6,29,5,89,9,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",1993-08-08,"Company D","Fund 6",3,2,27,6,89,8,23,23,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
